prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
"Ac1Br3_ICSD_31578
",176,176,4.1084,6.45112,Ac2Br6
"Br1F5_ICSD_31690
",36,36,3.4687,5.58881,Br2F10
"B4H10_ICSD_36284
",14,14,6.6394,9.86291,B16H40
"Ba1Hg1S2_ICSD_32648
",26,26,1.1507,2.46414,Ba4Hg4S8
"Ca4Fe9O17_ICSD_32698
",5,5,0.0,0.0,Ca4Fe9O17
"Hg2I1O1_ICSD_33275
",15,15,0.9146,2.14588,Hg8I4O4
"As1Br3F6_ICSD_33811
",2,2,1.6074,3.07978,As2Br6F12
"Ba4Sb4Se11_ICSD_31500
",58,58,1.0963,2.39081,Ba16Sb16Se44
"Pt1S1_ICSD_31131
",131,131,0.8971,2.12229,Pt2S2
"Pt1S1_ICSD_654379
",131,131,0.8969,2.12202,Pt2S2
"Pt1S1_ICSD_649537
",131,131,0.8969,2.12202,Pt2S2
"Pt1S1_ICSD_649541
",131,131,0.8985,2.12418,Pt2S2
"Al1Cu1O2_ICSD_60845
",194,194,2.0144,3.62841,Al2Cu2O4
"Al1Cu1O2_ICSD_95661
",194,194,2.0286,3.64755,Al2Cu2O4
"Al1Cu1O2_ICSD_31368
",194,194,2.015,3.62922,Al2Cu2O4
"Rb2Te5_ICSD_30734
",12,12,0.2536,1.25485,Rb2Te5
"Cd1Te1_ICSD_620524
",225,225,0.0,0.0,Cd1Te1
"Cd1Te1_ICSD_604599
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620511
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_93942
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_290011
",216,216,0.7094,1.86927,Cd1Te1
"Cd1Te1_ICSD_620544
",225,225,0.0,0.0,Cd1Te1
"Cd1Te1_ICSD_620526
",225,225,0.0,0.0,Cd1Te1
"Cd1Te1_ICSD_658983
",216,216,0.7058,1.86442,Cd1Te1
"Cd1Te1_ICSD_620533
",216,216,0.7092,1.869,Cd1Te1
"Cd1Te1_ICSD_659206
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620512
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_43712
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_180935
",216,216,0.7048,1.86307,Cd1Te1
"Cd1Te1_ICSD_183365
",216,216,0.7056,1.86415,Cd1Te1
"Cd1Te1_ICSD_620529
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620538
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620537
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_603115
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_161692
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620517
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620514
",216,216,0.7092,1.869,Cd1Te1
"Cd1Te1_ICSD_658984
",225,225,0.0,0.0,Cd1Te1
"Cd1Te1_ICSD_93943
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620513
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_161693
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620535
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620519
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_93945
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_31844
",216,216,0.7092,1.869,Cd1Te1
"Cd1Te1_ICSD_620536
",216,216,0.7092,1.869,Cd1Te1
"Cd1Te1_ICSD_602945
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_165086
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620516
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_52840
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620515
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620540
",216,216,0.7092,1.869,Cd1Te1
"Cd1Te1_ICSD_659219
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620530
",216,216,0.7092,1.869,Cd1Te1
"Cd1Te1_ICSD_93944
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620520
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_181732
",216,216,0.7092,1.869,Cd1Te1
"Cd1Te1_ICSD_620531
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620542
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_620523
",225,225,0.0,0.0,Cd1Te1
"Cd1Te1_ICSD_620527
",216,216,0.7091,1.86887,Cd1Te1
"Cd1Te1_ICSD_52839
",225,225,0.0,0.0,Cd1Te1
"Cd1Te1_ICSD_108237
",25,25,0.0,0.0,Cd1Te1
"Ba1Ga4S7_ICSD_33238
",31,31,2.5458,4.34474,Ba2Ga8S14
"Ba1Ga4S7_ICSD_162960
",31,31,2.566,4.37197,Ba2Ga8S14
"Cs2P2S6_ICSD_33277
",71,71,1.9251,3.50803,Cs2P2S6
"As2P2S7_ICSD_30706
",14,14,2.6363,4.46673,As8P8S28
"Bi5I1O7_ICSD_30978
",12,12,2.5254,4.31724,Bi10I2O14
"Ba1Cr1F5_ICSD_31705
",19,19,3.5861,5.74706,Ba4Cr4F20
"Ge1S2_ICSD_31685
",43,43,0.0,0.0,Ge6S12
"Ag1Cl1O4_ICSD_185365
",121,121,3.621,5.79411,Ag1Cl1O4
"Ag1Cl1O4_ICSD_185363
",121,121,3.64,5.81972,Ag1Cl1O4
"Ag1Cl1O4_ICSD_9629
",121,121,3.6344,5.81217,Ag1Cl1O4
"Ag1Cl1O4_ICSD_100280
",121,121,3.6118,5.78171,Ag1Cl1O4
"Ag1Cl1O4_ICSD_33568
",216,216,2.5694,4.37655,Ag1Cl1O4
"Ag3As1S3_ICSD_604738
",161,161,1.4067,2.80923,Ag6As2S6
"Ag3As1S3_ICSD_61806
",161,161,1.409,2.81233,Ag6As2S6
"Ag3As1S3_ICSD_61804
",161,161,1.4258,2.83498,Ag6As2S6
"Ag3As1S3_ICSD_61805
",161,161,1.3969,2.79602,Ag6As2S6
"Ag3As1S3_ICSD_419203
",161,161,1.4076,2.81044,Ag6As2S6
"Ag3As1S3_ICSD_64985
",161,161,1.43,2.84064,Ag6As2S6
"Ag3As1S3_ICSD_38388
",161,161,1.4015,2.80222,Ag6As2S6
"Ag3As1S3_ICSD_27841
",161,161,1.4241,2.83269,Ag6As2S6
"Hg1O1_ICSD_32561
",2,2,1.1828,2.50741,Hg8O8
"Hg1I1N1O3_ICSD_32580
",62,62,1.9435,3.53284,Hg4I4N4O12
"K1Li1O1_ICSD_30964
",64,64,2.3415,4.06934,K4Li4O4
"Ag3B1O3_ICSD_32721
",167,167,0.814,2.01027,Ag12B4O12
"Cs1Mo3S3_ICSD_627033
",176,176,0.0,0.0,Cs2Mo6S6
"Cs1Mo3S3_ICSD_603614
",176,176,0.0,0.0,Cs2Mo6S6
"Au1C1Cl1O1_ICSD_33526
",63,63,3.3942,5.48838,Au2C2Cl2O2
"K4P6_ICSD_33260
",70,70,1.0221,2.29079,K8P12
"Cs8Ga4Se10_ICSD_30810
",2,2,2.1207,3.7717,Cs8Ga4Se10
"N2O4_ICSD_52347
",204,204,2.8821,4.79807,N6O12
"N2O4_ICSD_201141
",204,204,2.8047,4.69374,N6O12
"N2O4_ICSD_29047
",204,204,2.8262,4.72272,N6O12
